total_nodes,total_layers,total_branches,global_avg_branching,global_std_branching,global_max_branching,global_total_documents,global_gini_doc_distribution,global_gini_branch_distribution
157,3,156,5.2,6.847870715290508,31,2910,0.7440190863921903,0.47393162393162397
