depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.05,0.2,0.1,0,4.857086360006633,0.0,1
3,0.05,0.2,0.1,1,4.490247769948287,0.5955602855354388,29
3,0.05,0.2,0.1,2,4.234530285714666,0.6140058510970199,127
