layer,node_count,total_documents,avg_documents_per_node,weighted_avg_npmi,weighted_avg_c_v,weighted_avg_u_mass,simple_avg_npmi,simple_avg_c_v,simple_avg_u_mass,std_npmi,std_c_v,std_u_mass,top_k,eta,gamma,depth,alpha
0,1,970,970.0,0.013885924146951547,0.48573015805465863,-0.6038003499812621,0.013885924146951547,0.48573015805465863,-0.6038003499812621,,,,5,0.02,0.05,3,0.1
1,74,970,13.108108108108109,0.03763121165798788,0.6059051867262426,-2.1362342709248425,0.03372991753239976,0.5480621462139832,-2.631359325770566,0.17082964934158099,0.14532143216023716,1.8356532650152253,5,0.02,0.05,3,0.1
2,313,970,3.099041533546326,0.0785833620915257,0.5648049877942865,-2.5748392171440764,0.05999404041610488,0.5485075732962765,-2.668173850965505,0.14384489704051748,0.1425710239224102,1.4948355120219432,5,0.02,0.05,3,0.1
