depth,gamma,eta,alpha,layer,entropy_wavg,distinctiveness_wavg_jsd,nodes_in_layer
3,0.05,0.02,0.1,0,5.139771829868809,0.0,1
3,0.05,0.02,0.1,1,3.6170086193216777,0.6540470728906244,74
3,0.05,0.02,0.1,2,3.2191840186000125,0.6674975006298995,313
