iteration,total_paths,total_documents,log_likelihood,changed_docs_count,newly_created_paths,avg_path_size,max_path_size,min_path_size
0,173,970,-430990.9776069967,0,0,5.606936416184971,89,1
1,254,970,-429123.4605910576,329,119,3.8188976377952755,92,1
2,266,970,-427640.700250452,313,98,3.6466165413533833,84,1
3,269,970,-428269.5598098037,299,92,3.6059479553903344,83,1
4,261,970,-428799.41049663635,286,82,3.7164750957854404,87,1
5,273,970,-427899.2565766441,293,93,3.553113553113553,87,1
6,282,970,-427952.59277501923,308,100,3.4397163120567376,88,1
7,272,970,-428466.506431197,286,90,3.5661764705882355,85,1
8,282,970,-427805.36126623105,286,97,3.4397163120567376,82,1
9,279,970,-428083.7230556351,284,81,3.4767025089605736,82,1
10,293,970,-427095.79609422846,300,104,3.310580204778157,83,1
11,289,970,-426748.0715483328,304,100,3.356401384083045,81,1
12,283,970,-427794.9403148558,289,95,3.4275618374558303,78,1
13,275,970,-428174.9573092672,290,90,3.5272727272727273,78,1
14,286,970,-426847.24985576066,267,101,3.3916083916083917,74,1
15,280,970,-426859.62596719846,282,79,3.4642857142857144,75,1
16,288,970,-426511.63159519125,275,100,3.3680555555555554,79,1
17,298,970,-425984.8975731967,291,104,3.2550335570469797,77,1
18,281,970,-427374.29682473355,268,90,3.4519572953736657,76,1
19,280,970,-427728.7033646672,269,91,3.4642857142857144,78,1
20,286,970,-426978.70094044594,271,96,3.3916083916083917,73,1
21,292,970,-427132.78340469836,259,99,3.3219178082191783,76,1
22,280,970,-428103.47304251755,278,88,3.4642857142857144,75,1
23,279,970,-428531.268575494,290,91,3.4767025089605736,76,1
24,282,970,-428489.15433192777,270,86,3.4397163120567376,78,1
25,282,970,-427527.1234126279,290,95,3.4397163120567376,74,1
26,283,970,-426584.1114731119,271,87,3.4275618374558303,69,1
27,277,970,-427013.7995645594,262,78,3.5018050541516246,65,1
28,283,970,-427523.9818180447,272,82,3.4275618374558303,68,1
29,283,970,-426968.37850982766,269,88,3.4275618374558303,67,1
30,284,970,-427006.67096906144,254,85,3.415492957746479,66,1
31,276,970,-427435.76995806175,269,77,3.5144927536231885,68,1
32,286,970,-426977.6095161063,259,83,3.3916083916083917,71,1
33,291,970,-426527.55667271523,261,84,3.3333333333333335,65,1
34,280,970,-427171.7512548961,278,85,3.4642857142857144,67,1
35,287,970,-427353.9874938978,275,92,3.3797909407665507,65,1
36,289,970,-427947.97341162246,265,88,3.356401384083045,66,1
37,282,970,-426869.16500343196,254,82,3.4397163120567376,60,1
38,280,970,-427201.08061914355,266,82,3.4642857142857144,58,1
39,284,970,-426891.69705811614,279,85,3.415492957746479,60,1
40,284,970,-427160.0078179062,271,89,3.415492957746479,59,1
41,292,970,-426651.3052146334,293,96,3.3219178082191783,57,1
42,290,970,-426720.23218144354,281,96,3.3448275862068964,55,1
43,285,970,-425945.78824840795,278,88,3.4035087719298245,51,1
44,294,970,-426126.2030666001,289,91,3.2993197278911564,53,1
45,293,970,-426799.8546641337,281,80,3.310580204778157,50,1
